source_id;author;title;year;source_type;source_book;publication_place;publisher;pages;language;discipline;urn_cts;is_primary_text;has_translation;digital_source;notes;doi;pdf_path;has_pdf;txt_path;anchor_external
Fahdil2008_TheCulticL;Fahdil;The Cultic Lament ‘a gal-gal buru14 su-su’ in a Manuscript from the Sippar Library;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Frahm2004_RoyalHerme;Frahm;Royal Hermeneutics: Observations on the Commentaries from Assurbanipal’s Libraries at Nineveh;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Frayne1997_UrIIIPerio;Frayne;Ur III Period (2112–2004 BC;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Freedman2006_IfaCityIsS;Freedman;If a City Is Set on a Height: The Akkadian Omen Series Šumma ālu ina mēlê šakin;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1986_TheTopogra;George;The Topography of Babylon Reconsidered;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gesche2001_Schulunter;Gesche;Schulunterricht in Babylonien im ersten Jahrtausend v;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gurney1997_ScribesatH;Gurney;Scribes at Ḫuzirina;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gurney1957_TheSultant;Gurney;The Sultantepe Tablets;1957;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gurney1964_TheSultant;Gurney;The Sultantepe Tablets;1964;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Heessel2008_Astrologic;Heeßel;Astrological Medicine in Babylonia;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Houston2009_Papyrologi;Houston;Papyrological Evidence for Book Collections and Libraries in the Roman Empire;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hunger1976_Spatbabylo;Hunger;Spätbabylonische Texte aus Uruk;1976;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hunger2001_Astronomic;Hunger;Astronomical Diaries and Related Texts from Babylonia;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ismail1999_Tabletfrom;Ismail;Tablet from the Sippar Library: Dating for Two Sumerian Kings;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Latour1987_ScienceinA;Latour;Science in Action;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Livingstone2003_PuttingSci;Livingstone;Putting Science in Its Place;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lloyd1953_Sultantepe;Lloyd;Sultantepe: Anglo-Turkish Joint Excavations, 1952;1953;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Maul2003_WiedieBibl;Maul;Wie die Bibliothek eines assyrischen Gelehrten wiederersteht;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Maul2010_DieTontafe;Maul;Die Tontafelbibliothek aus dem sogenannten ‘Haus des Beschwörungspriesters.’;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1995_SailingtoB;Michalowski;Sailing to Babylon, Reading the Dark Side of the Moon;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Oppenheim1960_Assyriolog;Oppenheim;Assyriology: Why and How?;1960;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pedersen1985_Archivesan;Pedersen;Archives and Libraries in the City of Assur;1985;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson2007_GenderedLi;Robson;Gendered Literacy and Numeracy in the Sumerian Literary Corpus;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson2007_Secretsdef;Robson;Secrets de famille;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson2009_ReviewofLa;Robson;Review of Lambert, Babylonian Oracle Questions;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rochberg1984_Canonicity;Rochberg;Canonicity in Cuneiform Texts;1984;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rochberg1998_Babylonian;Rochberg;Babylonian Horoscopes;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Scurlock2005_Sorceryint;Scurlock;Sorcery in the Stars;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Soldt1995_SolarOmens;Soldt;Solar Omens of Enūma Anu Enlil;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Stevens2009_Secretsint;Stevens;Secrets in the Library;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Strassmaier1889_Inschrifte;Strassmaier;Inschriften von Nabuchodonosor;1889;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Thureau-Dangin1922_Tablettesd;Thureau-Dangin;Tablettes d’Uruk. Textes Cunéiformes du Louvre 6;1922;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Veldhuis1998_TINTIRBaby;Veldhuis;TIN.TIR = Babylon;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weiher1982_Spatbabylo;Weiher;Spätbabylonische Texte aus Uruk;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weiher1988_Spatbabylo;Weiher;Spätbabylonische Texte aus Uruk;1988;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weiher1993_Spatbabylo;Weiher;Spätbabylonische Texte aus dem Planquadrat U 18;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weiher1998_Spatbabylo;Weiher;Spätbabylonische Texte aus dem Planquadrat U 18;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wiseman1996_LiteraryTe;Wiseman;Literary Texts from the Temple of Nabû. Cuneiform Texts from Nimrud 4;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Anbar1975_Textesdele;Anbar;Textes de l’époque babylonienne ancienne;1975;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Graef2002_AnAccounto;Graef;An Account of the Redistribution of Land to Soldiers in Late Old Babylonian Sippar Amnānum;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Edzard1971_Altbabylon;Edzard;Altbabylonische Rechts- und Wirtschaftsurkunden aus Tell ed-Dēr bei Sippar (BAW Abhandlungen NF 72;1971;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Klengel1994_RichterSip;Klengel;Richter Sippars in der Zeit des Ammisaduqa: ein neuer Text;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lion2001_DameInanna;Lion;Dame Inanna-ama-mu, scribe à Sippar;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Dekiere1994_OldBabylon;Dekiére;Old Babylonian Real Estate Documents from Sippar in the British Museum;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gasche1993_Outilsbibl;Gasche;Outils bibliographiques;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret2001_AsYearsWen;Tanret;As Years Went By in Sippar-Amnānum;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret2004_Verbavolan;Tanret;Verba volant, scripta non manent. Tablettes nomades dans les archives des gala.mab à Sippar-Amnānum;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret2004_Puzzlingwi;Tanret;Puzzling with Numbers. The Late Old Babylonian si.bi Clause;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret1993_Priestsand;Tanret;Priests and Profits;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Yoffee1977_TheEconomi;Yoffee;The Economic Role of the Crown in the Old Babylonian Period (Bibliotheca Mesopotamica 5;1977;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Barberon2005_Quandlamer;Barberon;Quand la mère est une religieuse;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bourdieu1970_Lareproduc;Bourdieu;La reproduction: éléments pour une théorie du système d’enseignement;1970;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Charpin1988_Sippardeux;Charpin;Sippar: deux villes jumelles;1988;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Meyer1982_Deuxpriere;Meyer;Deux prières ikribu du temps d’Ammi-ṣaduqa;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Meyer1989_LedieuNins;Meyer;Le dieu Ninsianna ou l’art de transposer les logogrammes;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Meyer1989_Unelettred;Meyer;Une lettre d’Ur-Utu Galamah à une divinité;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Janssen1991_Eiltampata;Janssen;E’iltam paṭārum: awāt hadê!” In Mésopotamie et Elam: Actes de la XXXVIe Rencontre Assyriologique Internationale, Gand, 10–14 juillet 1989 (Mesopotamian History and Environment;1991;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Janssen1993_Debrievenv;Janssen;De brieven van het Ur-Utu archief [The Letters from the Ur-Utu Archive;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1975_Lexicograp;Civil;Lexicography;1975;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gadd1963_UrExcavati;Gadd;Ur Excavations Texts;1963;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ghirshman1965_Suseautemp;Ghirshman;Suse au temps des sukkalmah. Campagne des fouilles 1963–1964: Rapport préliminaire;1965;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hilprecht1903_Exploratio;Hilprecht;Exploration in Bible Lands during the Nineteenth Century;1903;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1995_SumerianLi;Michalowski;Sumerian Literature: An Overview;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson1995_ReviewofNe;Robson;Review of Nemet-Nejat, Cuneiform Mathematical Texts;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tinney1995_OnthePoetr;Tinney;On the Poetry for King Ishme-Dagan;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Vanstiphout1978_LipitEshta;Vanstiphout;Lipit-Eshtar’s Praise in the Edubba;1978;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ambos2004_Mesopotami;Ambos;Mesopotamische Baurituale aus dem 1. Jahrtausend v;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Banks1912_Bismyaorth;Banks;Bismya or the Lost City of Adab;1912;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Beaulieu1994_Antiquaria;Beaulieu;Antiquarianism and the Concern for the Past in the Neo-Babylonian Period;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sarzec1884_Decouverte;Sarzec;Découvertes en Chaldée;1884;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Dunham1986_SumerianWo;Dunham;Sumerian Words for Foundation;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Foucault1969_Larcheolog;Foucault;L’archéologie du savoir;1969;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Frayne2008_Presargoni;Frayne;Presargonic Period (2700–2350 BC;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Haines1956_WhereaGodd;Haines;Where a Goddess of Love and War Was Worshipped 4000 Years Ago;1956;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Haines1958_FurtherExc;Haines;Further Excavations at the Temple of Inanna;1958;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hallo1962_TheRoyalIn;Hallo;The Royal Inscriptions of Ur: A Typology;1962;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hansen1970_AlHiba1968;Hansen;Al-Hiba, 1968–1969, a Preliminary Report;1970;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hansen1992_RoyalBuild;Hansen;Royal Building Activity at Sumerian Lagash in the Early Dynastic Period;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hilgert2010_TextAnthro;Hilgert;‘Text-Anthropologie’: Die Erforschung von Materialität und Präsenz des Geschriebenen als hermeneutische Strategie;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Mecquenem1911_Constructi;Mecquenem;Constructions élamites du Tell de l’Acropole de Suse;1911;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Muscarella1988_BronzeandI;Muscarella;Bronze and Iron: Ancient Near Eastern Artifacts in the Metropolitan Museum of Art;1988;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Parrot1948_TelloVingt;Parrot;Tello: Vingt campagnes de fouilles (1877–1933;1948;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pearce2010_Materialso;Pearce;Materials of Writing and Materiality of Knowledge;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Porter1993_ImagesPowe;Porter;Images, Power, and Politics: Figurative Aspects of Esarhaddon’s Babylonian Policy;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rashid1983_Grundungsf;Rashid;Gründungsfiguren im Iraq. Prähistorische Bronzefunde 1/2. Munich;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Schaudig2003_Nabonidder;Schaudig;Nabonid, der ‘Archäologe auf dem Königsthron.’;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Suter2000_GudeasTemp;Suter;Gudea’s Temple Building: The Representation of an Early Mesopotamian Ruler in Text and Image;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Thomason2005_LuxuryandL;Thomason;Luxury and Legitimation: Royal Collecting in Ancient Mesopotamia;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weisberg1998_TheAntiqua;Weisberg;The ‘Antiquarian’ Interests of the Neo-Babylonian Kings;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wengrow2005_Violencein;Wengrow;Violence into Order: Materiality and Sacred Power in Ancient Iraq;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilson2012_BismayaRec;Wilson;Bismaya: Recovering the Lost City of Adab;2012;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Winter2000_Babylonian;Winter;Babylonian Archaeologists of the(ir) Mesopotamian Past;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Woolley1926_TheExcavat;Woolley;The Excavations at Ur, 1925–26;1926;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Woolley1939_TheZiggura;Woolley;The Ziggurat and Its Surroundings;1939;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Woolley1962_TheNeoBaby;Woolley;The Neo-Babylonian and Persian Periods;1962;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Woolley1974_TheBuildin;Woolley;The Buildings of the Third Dynasty;1974;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Zettler1986_Frombeneat;Zettler;From beneath the Temple: Inscribed Objects from Ur;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Zettler1992_TheUrIIIIn;Zettler;The Ur III Inanna Temple at Nippur. Berliner Beiträge zum Vorderen Orient 11;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Alster1983_EnlilandNi;Alster;Enlil and Ninlil: The Marriage of Sud;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Andre-Salvini1999_Lestablett;André-Salvini;Les tablettes cunéiformes de Qalʿat al-Bahreïn;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Black1994_TheFarmers;Black;The Farmer’s Instructions;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Black1987_SumerianRi;Black;Sumerian Riddles: A Corpus;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cole1996_NippurinLa;Cole;Nippur in Late Assyrian Times. State Archives of Assyria Studies 4;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cooper1996_Miettesdel;Cooper;Miettes de l’edubba;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cooper1978_TheReturno;Cooper;The Return of Ninurta to Nippur;1978;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Dijk1983_LUGALUDMEL;Dijk;LUGAL UD ME-LAM-bi NIR-GAL: Le récit épique et didactique des Travaux de Ninurta, du Déluge et de la Nouvelle Création;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Eidem1997_CuneiformI;Eidem;Cuneiform Inscriptions;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Finkel1986_OntheSerie;Finkel;On the Series of Sidu;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1999_TheEpicofG;George;The Epic of Gilgamesh;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hilgert1998_DrehemAdmi;Hilgert;Drehem Administrative Documents from the Reign of Šulgi;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Koldewey1908_AusdenBeri;Koldewey;Aus den Berichten Professor Dr. Koldeweys aus Babylon;1908;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kraus1985_Mittelbaby;Kraus;Mittelbabylonische Opferschauprotokolle;1985;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
McEwan1986_ReviewofJe;McEwan;Review of Jean-Marie Durand, Textes babyloniens d’époque récente;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Reiner1987_OntheEarly;Reiner;On the Early History of the Eršahunga Prayer;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Reiner1998_Literature;Reiner;Literature as a Source of Lexical Inspiration: Some Notes on a Hymn to the Goddess Inanna;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sassmannshausen1994_Einungewoh;Sassmannshausen;Ein ungewöhnliches mittelbabylonisches Urkundenfragment aus Nippur;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sjoberg1975_Inninmagur;Sjöberg;In-nin ma-gur4-ra: A Hymn to the Goddess Inanna by the En-Priestess Enheduanna;1975;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Stol1980_Lederindus;Stol;Leder(industrie;1980;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tigay1982_TheEvoluti;Tigay;The Evolution of the Gilgamesh Epic;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Veldhuis1999_ReviewofSi;Veldhuis;Review of Simo Parpola, The Standard Babylonian Epic of Gilgamesh;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Archi1973_FromEnkisH;Archi;From Enki’s Headaches to Phonology;1973;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Archi1987_TheSignlis;Archi;The ‘Sign-list’ from Ebla;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bauer1994_TheFarmers;Bauer;The Farmer’s Instructions: A Sumerian Agricultural Manual;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bauer1998_Dervorsarg;Bauer;Der vorsargonische Abschnitt der mesopotamischen Geschichte;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bauer2002_TheForerun;Bauer;The Forerunners of Maru and Hamtu in Old Babylonian;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1961_TheHomeoft;Civil;The Home of the Fish: A New Sumerian Literary Composition;1961;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen1988_TheCanonic;Cohen;The Canonical Lamentations of Ancient Mesopotamia;1988;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Maaijer1999_IBTURTumma;Maaijer;IB.TUR = Tummal;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Englund1995_TheresaRat;Englund;There’s a Rat in My Soup!;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Farber1977_Beschworun;Farber;Beschwörungsrituale an Ištar und Dumuzi;1977;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Finkel1998_AStudyinSc;Finkel;A Study in Scarlet: Incantations against Samana;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Geller1985_Forerunner;Geller;Forerunners to Udug-Hul: Sumerian Exorcistic Incantations;1985;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1999_TheDogsofN;George;The Dogs of Ninkilim: Magic against Field Pests in Ancient Mesopotamia;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hallo1970_TheCulticS;Hallo;The Cultic Setting of Sumerian Poetry;1970;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Heimpel1968_Tierbilder;Heimpel;Tierbilder in der sumerischen Literatur;1968;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Jacobsen2000_Ningiszida;Jacobsen;Ningiszida’s Boat-Ride to Hades;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krebernik1983_ZuSyllabar;Krebernik;Zu Syllabar und Orthographie der lexikalischen Texte aus Ebla. Teil 2 (Glossar;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krebernik1984_DieBeschwo;Krebernik;Die Beschwörungen aus Fara und Ebla: Untersuchungen zur ältesten keilschriftlichen Beschwörungsliteratur;1984;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krecher1983_Eineunorth;Krecher;Eine unorthographische sumerische Wortliste aus Ebla;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krispijn1981_DieIdentif;Krispijn;Die Identifikation zweier lexikalischen Texte aus Ebla MEE III Nr. 62 und 63;1981;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Landsberger1934_DieFaunade;Landsberger;Die Fauna des alten Mesopotamien nach der 14. Tafel der Serie Har-ra = hubullu;1934;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Owen1981_OfBirdsEgg;Owen;Of Birds, Eggs and Turtles;1981;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rubio0_Orthograph;Rubio;Orthography and Grammar of the Ur III Sumerian Literary Texts;0000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Salonen1973_VogelundVo;Salonen;Vögel und Vogelfang im alten Mesopotamien. AASF B 180;1973;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Schretter1990_EmesalStud;Schretter;Emesal-Studien: Sprach- und literaturgeschichtliche Untersuchungen zur sogenannten Frauensprache des Sumerischen. Innsbrucker Beiträge zur Kulturwissenschaft, Sonderheft 69;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sjoberg1969_TheCollect;Sjӧberg;The Collection of the Sumerian Temple Hymns;1969;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller1984_TheSumeria;Steinkeller;The Sumerian Verb lugx (LUL;1984;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller2001_NewLighton;Steinkeller;New Light on the Hydrology and Topography of Southern Babylonia in the Third Millennium;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Veldhuis1996_ANippurEme;Veldhuis;A Nippur Emesal Vocabulary;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Horowitz1988_AnAssurSou;Horowitz;An Assur Source for Urra 21;1988;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Biggs1974_Inscriptio;Biggs;Inscriptions from Tell Abū Ṣalābīkh;1974;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1983_TheSignLAK;Civil;The Sign LAK 384;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen1976_TheNameNin;Cohen;The Name Nintinugga with a Note on the Possible Identification of Tell Abu Salabikh;1976;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Englund1998_Textsfromt;Englund;Texts from the Late Uruk Period;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Englund1993_Dielexikal;Englund;Die lexikalischen Listen der archaischen Texte aus Uruk;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Farber-Flugge1999_KleinerLei;Farber-Flügge;Kleiner Leitfaden zum Silbenvokabular A;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gelb1991_EarliestLa;Gelb;Earliest Land Tenure Systems in the Near East: Ancient Kudurrus;1991;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Green1981_TheConstru;Green;The Construction and Implementation of the Cuneiform Writing System;1981;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Green1987_Zeichenlis;Green;Zeichenliste der archaischen Texte aus Uruk;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krispijn1992_TheEarlyMe;Krispijn;The Early Mesopotamian Lexical Lists and the Dawn of Linguistics;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1994_Writingand;Michalowski;Writing and Literacy in Early States: A Mesopotamianist Perspective;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Nissen2004_DieVerwend;Nissen;Die Verwendung der Schrift im frühen Babylonien;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pearce1996_TheNumberS;Pearce;The Number-Syllabary Texts;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller1990_TheValuesu;Steinkeller;The Value sur of ÉREN in Third Millennium Sources;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller1995_ReviewofZe;Steinkeller;Review of Zeichenliste der archaischen Texte aus Uruk, by Margaret W;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller2004_ABuildingI;Steinkeller;A Building Inscription of Sîn-iddinam and Other Inscribed Materials from Abu Duwari;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller2004_StudiesinT;Steinkeller;Studies in Third Millennium Paleography, 4: Sign KI;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Vanstiphout1992_Repetition;Vanstiphout;Repetition and Structure in the Aratta Cycle;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Soden1936_Leistungun;Soden;Leistung und Grenze sumerischer und babylonischer Wissenschaft;1936;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Westenholz1998_Thoughtson;Westenholz;Thoughts on Esoteric Knowledge and Secret Lore;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilcke1995_DieInschri;Wilcke;Die Inschrift der ‘Figure aux plumes’;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilcke2003_EarlyAncie;Wilcke;Early Ancient Near Eastern Law: A History of Its Beginnings;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bock2004_Uberlegung;Böck;Überlegungen zu einem Kultfest der altmesopotamischen Göttin Inanna;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Clayden1996_KurigalzuI;Clayden;Kurigalzu I and the Restoration of Babylonia;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Feldman2006_Diplomacyb;Feldman;Diplomacy by Design: Luxury Arts and an ‘International Style’ in the Ancient Near East, 1400–1200 BCE;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
